1101 台泥
1102 亞泥
1103 嘉泥
1104 環泥
1108 幸福
1109 信大
1110 東泥
1201 味全
1203 味王
1210 大成
1213 大飲
1215 卜蜂
1216 統一
1217 愛之味
1218 泰山
1219 福壽
1220 台榮
1225 福懋油
1227 佳格
1229 聯華
1231 聯華食
1232 大統益
1233 天仁
1234 黑松
1235 興泰
1236 宏亞
1256 F-鮮活
1258 F-其祥
1259 安心
1262 F-綠悅
1264 德麥
1301 台塑
1303 南亞
1304 台聚
1305 華夏
1307 三芳
1308 亞聚
1309 台達化
1310 台苯
1312 國喬
1313 聯成
1314 中石化
1315 達新
1316 上曜
1319 東陽
1321 大洋
1323 永裕
1324 地球
1325 恒大
1326 台化
1333 恩得利
1336 台翰
1337 F-再生
1338 F-廣華
1339 昭輝
1340 F-勝悅
1402 遠東新
1409 新纖
1410 南染
1413 宏洲
1414 東和
1416 廣豐
1417 嘉裕
1418 東華
1419 新紡
1423 利華
1432 大魯閣
1434 福懋
1435 中福
1436 華友聯
1437 勤益控
1438 裕豐
1439 中和
1440 南紡
1441 大東
1442 名軒
1443 立益
1444 力麗
1445 大宇
1446 宏和
1447 力鵬
1449 佳和
1451 年興
1452 宏益
1453 大將
1454 台富
1455 集盛
1456 怡華
1457 宜進
1459 聯發
1460 宏遠
1463 強盛
1464 得力
1465 偉全
1466 聚隆
1467 南緯
1468 昶和
1469 理隆
1470 大統染
1471 首利
1472 三洋紡
1473 台南
1474 弘裕
1475 本盟
1476 儒鴻
1477 聚陽
1503 士電
1504 東元
1506 正道
1507 永大
1512 瑞利
1513 中興電
1514 亞力
1515 力山
1516 川飛
1517 利奇
1519 華城
1521 大億
1522 堤維西
1524 耿鼎
1525 江申
1526 日馳
1527 鑽全
1528 恩德
1529 樂士
1530 亞崴
1531 高林股
1532 勤美
1533 車王電
1535 中宇
1536 和大
1537 廣隆
1538 正峰新
1539 巨庭
1540 喬福
1541 錩泰
1558 伸興
1560 中砂
1565 精華
1566 捷邦
1568 倉佑
1569 濱川
1570 力肯
1580 新麥
1582 信錦
1583 程泰
1584 精剛
1586 和勤
1589 F-永冠
1590 F-亞德
1591 F-駿吉
1592 F-英瑞
1593 祺驊
1595 川寶
1597 直得
1599 宏佳騰
1603 華電
1604 聲寶
1605 華新
1608 華榮
1609 大亞
1611 中電
1612 宏泰
1613 台一
1614 三洋電
1615 大山
1616 億泰
1617 榮星
1618 合機
1626 F-艾美
1701 中化
1702 南僑
1704 榮化
1707 葡萄王
1708 東鹼
1709 和益
1710 東聯
1711 永光
1712 興農
1713 國化
1714 和桐
1715 萬洲
1717 長興
1718 中纖
1720 生達
1721 三晃
1722 台肥
1723 中碳
1724 台硝
1725 元禎
1726 永記
1727 中華化
1729 必翔
1730 花仙子
1731 美吾華
1732 毛寶
1733 五鼎
1734 杏輝
1735 日勝化
1736 喬山
1737 臺鹽
1742 台蠟
1752 南光
1762 中化生
1773 勝一
1777 生泰
1781 合世
1783 和康生
1784 訊聯
1785 光洋科
1786 科妍
1787 福盈科
1788 杏昌
1789 神隆
1795 美時
1799 易威
1802 台玻
1805 寶徠
1806 冠軍
1808 潤隆
1809 中釉
1810 和成
1813 寶利徠
1815 富喬
1817 凱撒衛
1902 台紙
1903 士紙
1904 正隆
1905 華紙
1906 寶隆
1907 永豐餘
1909 榮成
2002 中鋼
2006 東鋼
2007 燁興
2008 高興昌
2009 第一銅
2010 春源
2012 春雨
2013 中鋼構
2014 中鴻
2015 豐興
2017 官田鋼
2020 美亞
2022 聚亨
2023 燁輝
2024 志聯
2025 千興
2027 大成鋼
2028 威致
2029 盛餘
2030 彰源
2031 新光鋼
2032 新鋼
2033 佳大
2034 允強
2035 唐榮
2038 海光
2049 上銀
2059 川湖
2061 風青
2062 橋椿
2063 世鎧
2064 晉椿
2066 世德
2067 嘉鋼
2101 南港
2102 泰豐
2103 台橡
2104 中橡
2105 正新
2106 建大
2107 厚生
2108 南帝
2109 華豐
2114 鑫永銓
2115 F-六暉
2201 裕隆
2204 中華
2206 三陽
2207 和泰車
2208 台船
2221 大甲
2227 裕日車
2228 劍麟
2230 泰茂
2231 為升
2233 宇隆
2235 謚源
2236 F-百達
2301 光寶科
2302 麗正
2303 聯電
2305 全友
2308 台達電
2311 日月光
2312 金寶
2313 華通
2314 台揚
2316 楠梓電
2317 鴻海
2321 東訊
2323 中環
2324 仁寶
2325 矽品
2327 國巨
2328 廣宇
2329 華泰
2330 台積電
2331 精英
2332 友訊
2337 旺宏
2338 光罩
2340 光磊
2342 茂矽
2344 華邦電
2345 智邦
2347 聯強
2348 海悅
2349 錸德
2351 順德
2352 佳世達
2353 宏碁
2354 鴻準
2355 敬鵬
2356 英業達
2357 華碩
2358 廷鑫
2359 所羅門
2360 致茂
2361 鴻友
2362 藍天
2363 矽統
2364 倫飛
2365 昆盈
2367 燿華
2368 金像電
2369 菱生
2371 大同
2373 震旦行
2374 佳能
2375 智寶
2376 技嘉
2377 微星
2379 瑞昱
2380 虹光
2382 廣達
2383 台光電
2385 群光
2387 精元
2388 威盛
2390 云辰
2392 正崴
2393 億光
2395 研華
2397 友通
2399 映泰
2401 凌陽
2402 毅嘉
2404 漢唐
2405 浩鑫
2406 國碩
2408 南亞科
2409 友達
2412 中華電
2413 環科
2414 精技
2415 錩新
2417 圓剛
2419 仲琦
2420 新巨
2421 建準
2423 固緯
2424 隴華
2425 承啟
2426 鼎元
2427 三商電
2428 興勤
2429 銘旺科
2430 燦坤
2431 聯昌
2433 互盛電
2434 統懋
2436 偉詮電
2437 旺詮
2438 翔耀
2439 美律
2440 太空梭
2441 超豐
2442 新美齊
2443 新利虹
2444 友旺
2448 晶電
2449 京元電
2450 神腦
2451 創見
2453 凌群
2454 聯發科
2455 全新
2456 奇力新
2457 飛宏
2458 義隆
2459 敦吉
2460 建通
2461 光群雷
2462 良得電
2464 盟立
2465 麗臺
2466 冠西電
2467 志聖
2468 華經
2471 資通
2472 立隆電
2474 可成
2475 華映
2476 鉅祥
2477 美隆電
2478 大毅
2480 敦陽科
2481 強茂
2482 連宇
2483 百容
2484 希華
2485 兆赫
2486 一詮
2488 漢平
2489 瑞軒
2491 吉祥全
2492 華新科
2493 揚博
2495 普安
2496 卓越
2497 怡利電
2498 宏達電
2499 東貝
2501 國建
2504 國產
2505 國揚
2506 太設
2509 全坤建
2511 太子
2514 龍邦
2515 中工
2516 新建
2520 冠德
2524 京城
2527 宏璟
2528 皇普
2530 華建
2534 宏盛
2535 達欣工
2536 宏普
2537 聯上發
2538 基泰
2539 櫻花建
2540 愛山林
2542 興富發
2543 皇昌
2545 皇翔
2546 根基
2547 日勝生
2548 華固
2596 綠意
2597 潤弘
2601 益航
2603 長榮
2605 新興
2606 裕民
2607 榮運
2608 大榮
2609 陽明
2610 華航
2611 志信
2612 中航
2613 中櫃
2614 東森
2615 萬海
