"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"RGR","Sturm, Ruger & Company, Inc.","67.36","1276202560","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","31.03","1884908878.81","n/a","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sph",
"SCNB","Suffolk Bancorp","24.82","293304517.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/scnb",
"SMFG","Sumitomo Mitsui Financial Group Inc","6.86","46895618045.5","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","11.06","959941783.78","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/inn",
"INN^A","Summit Hotel Properties, Inc.","26.52","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^a",
"INN^B","Summit Hotel Properties, Inc.","26.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^b",
"INN^C","Summit Hotel Properties, Inc.","25.63","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^c",
"SUM","Summit Materials, Inc.","21.28","2209487057.12","n/a","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","20.11","1336761854.34","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","68.13","3978238784.4","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sui",
"SUI^A","Sun Communities, Inc.","26.3034","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sui^a",
"SLF","Sun Life Financial Inc.","34.01","20827907585.98","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/slf",
"SXCP","SunCoke Energy Partners, L.P.","11.36","524871078.4","n/a","2013","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","7.36","471126781.76","n/a","2011","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","28.66","45337245172.72","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SXL","Sunoco Logistics Partners LP","28.96","8170135832","n/a","2002","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxl",
"SUN","Sunoco LP","36.06","3742180085.16","n/a","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","12.97","2801530648.37","n/a","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sho",
"SHO^E","Sunstone Hotel Investors, Inc.","27.26","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^e",
"STI","SunTrust Banks, Inc.","41.96","21189730640.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sti",
"STI.WS.A","SunTrust Banks, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.a",
"STI.WS.B","SunTrust Banks, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.b",
"STI^A","SunTrust Banks, Inc.","23.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^a",
"STI^E","SunTrust Banks, Inc.","26.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^e",
"SPN","Superior Energy Services, Inc.","15.99","2420848487.46","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","25.07","637695110.74","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sup",
"SVU","SuperValu Inc.","5.4","1435915663.2","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/svu",
"SWFT","Swift Transportation Company","18.83","2572356715.53","n/a","2010","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"SWZ","Swiss Helvetia Fund, Inc. (The)","10.37","275400123.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swz",
"SYF","Synchrony Financial","30.5","25431780199.5","n/a","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/syf",
"SYT","Syngenta AG","82.64","38405142166.8","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/syt",
"SNX","Synnex Corporation","83.12","3300123251.28","n/a","2003","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","31.24","3946339298.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/snv",
"SNV^C","Synovus Financial Corp.","28.47","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snv^c",
"GJP","Synthetic Fixed-Income Securities, Inc.","20.9348","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","19.81","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","17.6424","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjt",
"GJV","Synthetic Fixed-Income Securities, Inc.","25.9","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjv",
"SYY","Sysco Corporation","45.77","25841891850.98","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/syy",
"SYX","Systemax Inc.","8.98","331161638.24","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/syx",
"DATA","Tableau Software, Inc.","49.85","3696337470.45","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/data",
"TAHO","Tahoe Resources, Inc.","12.6","3738760993.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/taho",
"TLRD","Tailored Brands, Inc.","18.07","875481633.78","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tlrd",
"TWN","Taiwan Fund, Inc. (The)","15.22","125123620","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/twn",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","25.07","130014927601.37","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsm",
"XRS","TAL Education Group","56.86","4543906514.68","n/a","2010","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/xrs",
"TAL","TAL International Group, Inc.","16.72","558369265.52","n/a","2005","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tal",
"TLN","Talen Energy Corporation","11.35","1458778272","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tln",
"TEGP","Tallgrass Energy GP, LP","19.98","3141444211.2","n/a","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tegp",
"TEP","Tallgrass Energy Partners, LP","39.12","2627386515.84","n/a","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tep",
"SKT","Tanger Factory Outlet Centers, Inc.","36","3451709700","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/skt",
"TAOM","Taomee Holdings Limited","3.72","132342749.76","n/a","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/taom",
"NGLS^A","Targa Resources Partners LP","24.64","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","39.67","6369552616.88","n/a","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/trgp",
